Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
dan bellen we gewoon aan als jullie daar staan.,dan bellen we gewoon aan als jullie daar staan.,then we will simply ring the bell when you are there.,neutral,neutral,neutral,neutral
Dan lopen jullie eerst naar binnen.,Dan lopen jullie eerst naar binnen.,Then you first walk inside.,neutral,neutral,neutral,neutral
Dan lopen wij 30 meter achter jullie aan.,Dan lopen wij 30 meter achter jullie aan.,Then we will walk 30 meters behind you.,neutral,neutral,neutral,neutral
Lopen wij achter jullie aan? Ja.,Lopen wij achter jullie aan? Ja.,Are we following you? Yes.,neutral,curiosity,neutral,neutral
"Super, bedankt. Loop maar op. We lopen jullie achterna.","Super, bedankt. Loop maar op. We lopen jullie achterna.","Great, thanks. Go ahead. We'll follow you.",happiness,approval,happiness,happiness
Dank je wel voor het regelen. Tot snel.,Dank je wel voor het regelen. Tot snel.,Thank you for arranging. See you soon.,happiness,gratitude,happiness,happiness
"Kruising Willemstraat, Spoorstraat.","Kruising Willemstraat, Spoorstraat.",Intersection of Willemstraat and Spoorstraat.,neutral,neutral,neutral,neutral
Drie camera's bij de ingang van het park.,Drie camera's bij de ingang van het park.,Three cameras at the entrance of the park.,neutral,neutral,neutral,neutral
Loop maar daarheen. Daar? Ja.,Loop maar daarheen. Daar? Ja.,Just walk over there. Over there? Yes.,neutral,neutral,neutral,neutral
Loop maar hier. Beter hier.,Loop maar hier. Beter hier.,Just walk here. Better here.,neutral,approval,happiness,happiness
"Ja, jij komt vanaf de andere kant hier.","Ja, jij komt vanaf de andere kant hier.","Yes, you come here from the other side.",neutral,confirmation,neutral,neutral
"Oké, ja. Top.","Oké, ja. Top.","Okay, yes. Top.",happiness,approval,happiness,happiness
Waar Bishan en Shiva eindelijk Rotterdam uit zijn...,Waar Bishan en Shiva eindelijk Rotterdam uit zijn...,Where Bishan and Shiva finally leave Rotterdam...,neutral,neutral,neutral,neutral
rijdt Linda met helper Mark de stad weer in.,rijdt Linda met helper Mark de stad weer in.,Linda drives back into town with helper Mark.,neutral,neutral,neutral,neutral
In de wijk Hoogvliet gaat hij voor haar pinnen.,In de wijk Hoogvliet gaat hij voor haar pinnen.,In the Hoogvliet district he goes to get money from her ATM.,neutral,neutral,neutral,neutral
Daarna wordt Linda afgezet op een punt zonder camera's...,Daarna wordt Linda afgezet op een punt zonder camera's...,Then Linda is dropped off at a point without cameras...,neutral,relief,happiness,neutral
en daar zal vader Kees haar oppikken.,en daar zal vader Kees haar oppikken.,and father Kees will pick her up there.,neutral,neutral,neutral,neutral
Met Denise.,Met Denise.,Met Denise.,neutral,neutral,neutral,neutral
Vijftig. Vijftig maar? Wat weinig.,Vijftig. Vijftig maar? Wat weinig.,Fifty. Only fifty? How little.,surprise,disappointment,sadness,surprise
Hoogvliet?,Hoogvliet?,Highvliet?,neutral,curiosity,neutral,neutral
Middenbaan Noord. Mag ik daar gelijk de camerabeelden van?,Middenbaan Noord. Mag ik daar gelijk de camerabeelden van?,Middenbaan Noord. Can I have the camera footage of that right away?,neutral,desire,happiness,neutral
Vijftig euro.,Vijftig euro.,Fifty euro.,neutral,neutral,neutral,neutral
"Hoi, is-ie er al?","Hoi, is-ie er al?","Also, is-ie er al?",neutral,curiosity,neutral,neutral
Ja.,Ja.,And.,neutral,neutral,neutral,neutral
Hij moet wel daar gaan staan.,Hij moet wel daar gaan staan.,He has to stand there.,neutral,instruction,neutral,neutral
"Ja, nou, dan ga ik Kees nu rijden.","Ja, nou, dan ga ik Kees nu rijden.","Yes, well, I'm going to drive Kees now.",neutral,neutral,neutral,neutral
Yo.,Yo.,Yo.,neutral,neutral,neutral,neutral
Hoi.,Hoi.,Hoi.,neutral,neutral,neutral,neutral
Maar het is wel gevaarlijk dat we Mariette van het huis hebben gebeld.,Maar het is wel gevaarlijk dat we Mariette van het huis hebben gebeld.,But it is dangerous that we called Mariette from the house.,neutral,fear,fear,neutral
Want stel je voor dat ze jou op het spoor komen...,Want stel je voor dat ze jou op het spoor komen...,Because imagine if they track you down...,fear,fear,fear,fear
dan gaan ze misschien naar Mariette toe.,dan gaan ze misschien naar Mariette toe.,then maybe they will go to Mariette.,neutral,fear,fear,neutral
Ik denk het niet.,Ik denk het niet.,I do not think so.,neutral,disapproval,disgust,neutral
"Maar als ze straks in jouw telefoon kijken, wil je dat wissen?","Maar als ze straks in jouw telefoon kijken, wil je dat wissen?","But if they look at your phone later, do you want to delete it?",neutral,nervousness,fear,neutral
Ja.,Ja.,And.,neutral,neutral,neutral,neutral
Middenbaan Noord. In Hoogvliet.,Middenbaan Noord. In Hoogvliet.,Middle lane North. In Hoogvliet.,neutral,neutral,neutral,neutral
"Ja, ze zijn gewoon nog steeds in Rotterdam.","Ja, ze zijn gewoon nog steeds in Rotterdam.","Yes, they are still in Rotterdam.",neutral,realization,surprise,neutral
Maar waar zit dit ten opzichte van de Euromast?,Waar is dit in verhouding tot de Euromast?,Where is this in relation to the Euromast?,neutral,curiosity,neutral,neutral
"Ja, even...","Ja, even...","And, even...",neutral,neutral,neutral,neutral
Dat is best een eindje.,Dat is best een eindje.,That's quite a distance.,neutral,realization,surprise,surprise
Tweeëneenhalf uur lopen.,Tweeëneenhalf uur lopen.,Two and a half hours of walking.,neutral,disapproval,disgust,neutral
Dat hebben ze niet gelopen.,Dat hebben ze niet gelopen.,They didn't run that.,neutral,realization,surprise,neutral
Dat zijn ze op een andere manier naartoe gekomen.,Dat zijn ze op een andere manier naartoe gekomen.,They got there in a different way.,neutral,realization,surprise,neutral
Dus ze hebben iets van een vervoermiddel.,Dus ze hebben iets van een vervoermiddel.,So they have something of a means of transportation.,neutral,realization,surprise,neutral
"Oké, mochten de Hunters er zijn...","Oké, mochten de Hunters er zijn...","Okay, if the Hunters are there...",neutral,nervousness,fear,fear
stuur dan even een berichtje naar Kees of Mariette.,stuur dan even een berichtje naar Kees of Mariette.,then send a message to Kees or Mariette.,neutral,neutral,neutral,neutral
"Staat het dier al koud, dan weten wij dat we weg moeten.","Staat het dier al koud, dan weten wij dat we weg moeten.","If the animal is already cold, we know that we have to leave.",neutral,fear,fear,neutral
Sally.,Sally.,Sally.,neutral,neutral,neutral,neutral
Wil jij mij even helpen met zoeken op de bankrekening van Davy en Linda?,Wil jij mij even helpen met zoeken op de bankrekening van Davy en Linda?,Would you like to help me search Davy and Linda's bank account?,neutral,curiosity,neutral,neutral
Want het kan zomaar zo zijn dat zij gebruik hebben gemaakt...,Want het kan zomaar zo zijn dat zij gebruik hebben gemaakt...,Because it could very well be that they have taken advantage of...,neutral,curiosity,neutral,neutral
van een van die scootertjes in Rotterdam.,van een van die scootertjes in Rotterdam.,from one of those scooters in Rotterdam.,neutral,neutral,neutral,neutral
En we moeten nog steeds alle...,En we moeten nog steeds alle...,And we still have to do all...,neutral,neutral,neutral,neutral
Wil jij die van 17 mei pakken van Davy?,Wil jij die van 17 mei pakken van Davy?,Would you like to grab the one from Davy on May 17?,neutral,neutral,neutral,neutral
We moeten alle beelden eromheen even aanvragen.,We moeten alle beelden eromheen even aanvragen.,We have to request all the surrounding images.,neutral,neutral,neutral,neutral
Wil jij dat doen? Ben jij er beter in?,Wil jij dat doen? Ben jij er beter in?,Do you want to do that? Are you better at it?,neutral,curiosity,neutral,neutral
Eerst vuur.,Eerst vuur.,First fire.,Neutral ,excitement,happiness,neutral
"Oké, volgens mij is het beste als we gewoon even een plan maken wat we nog kunnen doen, want het wordt donker.","Oké, volgens mij is het beste als we gewoon even een plan maken wat we nog kunnen doen, want het wordt donker.","Okay, I think it's best if we just make a plan of what else we can do, because it's getting dark.",Neutral ,nervousness,fear,fear
"Ja, we moeten opschieten.","Ja, we moeten opschieten.","Yes, we have to hurry.",Neutral ,nervousness,fear,fear
"Ja, dus laten we dat dan doen.","Ja, dus laten we dat dan doen.","Yes, so let's do that then.",neutral,approval,happiness,happiness
Slaapplek lijkt me nuttig.,Slaapplek lijkt me nuttig.,A place to sleep seems useful to me.,neutral,realization,surprise,happiness
Ja.,Ja.,And.,neutral,neutral,neutral,neutral
Vuur.,Vuur.,Firework.,neutral,neutral,neutral,neutral
Vuurtje.,Vuurtje.,Fire.,neutral,neutral,neutral,neutral
Vuur lijkt me nuttig.,Vuur lijkt me nuttig.,Fire seems useful to me.,neutral,realization,surprise,happiness
Zullen we een stukje pot vuur?,Zullen we een stukje pot vuur?,Shall we have a piece of pot fire?,neutral,curiosity,neutral,neutral
"Ja, doe ik wel mee.","Ja, doe ik wel mee.","Yes, I will participate.",neutral,approval,happiness,happiness
Het is vooral belangrijk dat we een beetje een slaapplek hebben.,Het is vooral belangrijk dat we een beetje een slaapplek hebben.,The most important thing is that we have some kind of place to sleep.,neutral,realization,surprise,fear
"We gaan even een beetje vuur maken, want het begint al een beetje schemerig te worden.","We gaan even een beetje vuur maken, want het begint al een beetje schemerig te worden.","Let's make a little fire, because it's starting to get a bit dark.",neutral,nervousness,fear,fear
Iedereen ziet eigenlijk ook wel wat er moet gebeuren.,Iedereen ziet eigenlijk ook wel wat er moet gebeuren.,Everyone actually sees what needs to be done.,neutral,approval,happiness,fear
Zonder dat iedereen nou individueel aangestuurd hoeft te worden.,Zonder dat iedereen nou individueel aangestuurd hoeft te worden.,Without everyone having to be managed individually.,neutral,relief,happiness,happiness
Iedereen doet wat.,Iedereen doet wat.,Everyone does something.,neutral,approval,happiness,neutral
"Dan is er maar één doel en dat is zo snel mogelijk vuur maken, want het wordt al donker.","Dan is er maar één doel en dat is zo snel mogelijk vuur maken, want het wordt al donker.","Then there is only one goal and that is to make a fire as quickly as possible, because it is already getting dark.",fear,nervousness,fear,fear
We zijn er stil.,We zijn er stil.,We are silent.,neutral,neutral,neutral,neutral
"Oh, ja.","Oh, ja.","Oh, me.",neutral,surprise,surprise,surprise
"Kom, kom, kom.","Kom, kom, kom.","Come, come, come.",neutral,excitement,happiness,fear
"Eerste vuur, jongens.","Eerste vuur, jongens.","First fire, boys.",happiness,excitement,happiness,happiness
"Ja, vuur.","Ja, vuur.","Yes, fire.",happiness,joy,happiness,happiness
De poncho's uitklappen op het strand en welterusten.,"De poncho's uitklappen op het strand, welterusten.","Unfolding the ponchos on the beach, good night.",neutral,relief,happiness,neutral
MUZIEK.,MUZIEK.,MUSIC.,happiness,neutral,neutral,neutral
"De eerste indruk, mooi strandje, maar niet zoveel water in de zee.","De eerste indruk, mooi strandje, maar niet zoveel water in de zee.","The first impression, nice beach, but not much water in the sea.",surprise,disappointment,sadness,sadness
En ik krijg gelijk weer een visioen van Kamps-Zuid waar ik ooit zelf ingezeten heb.,En ik krijg gelijk weer een visioen van Kamps-Zuid waar ik ooit zelf ingezeten heb.,"And I immediately get a vision of Kamps-Zuid, where I once lived myself.",neutral,nostalgia,sadness,sadness
Is dit weer zo'n eiland waar we ons niet kunnen wassen?,Is dit weer zo'n eiland waar we ons niet kunnen wassen?,Is this another island where we can't wash?,fear,disappointment,sadness,fear
Ik krijg weer helemaal de vibes van het eerste seizoen.,Ik krijg weer helemaal de vibes van het eerste seizoen.,I'm getting all the vibes from the first season again.,neutral,nostalgia,sadness,fear
En ik denk echt dat we weer thuis zijn.,En ik denk echt dat we weer thuis zijn.,And I really think we're home again.,neutral,joy,happiness,happiness
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
Jij gaat de keuken maken?,Jij gaat de keuken maken?,You're going to make the kitchen?,surprise,curiosity,neutral,neutral
GELACH.,GELACH.,LAUGHTER.,happiness,amusement,happiness,happiness
Ik ga de keuken maken.,Ik ga de keuken maken.,I'm going to make the kitchen.,neutral,determination,neutral,neutral
Ik denk dat het een goed idee is.,Ik denk dat het een goed idee is.,I think it's a good idea.,neutral,approval,happiness,happiness
"Laat het dan daar een beetje, dan ga ik hier wel keuken maken.","Laat het dan daar een beetje, dan ga ik hier wel keuken maken.",Then leave it there for a bit and I'll make a kitchen here.,neutral,determination,neutral,neutral
Het is zeer zaak en zeer noodzakelijk dat wij nu een goede keuken gaan bouwen en een goed dak.,Het is zeer zaak en zeer noodzakelijk dat wij nu een goede keuken gaan bouwen en een goed dak.,It is very important and very necessary that we now build a good kitchen and a good roof.,neutral,realization,surprise,neutral
Wat is het plan nu?,Wat is het plan nu?,What's the plan now?,neutral,curiosity,neutral,neutral
We moeten eerst een frame maken en dan daarna hoe dat bed...,We moeten eerst een frame maken en dan daarna hoe dat bed...,We need to make a frame first and then how that bed...,neutral,realization,surprise,neutral
Wat gaan we er overheen leggen?,Wat gaan we er overheen leggen?,What are we going to put on top?,neutral,curiosity,neutral,neutral
"Er is niet echt veel bamboe hier, dus het zal sowieso niet echt een konfibet worden.","Er is niet echt veel bamboe hier, dus het zal sowieso niet echt een konfibet worden.","There isn't really much bamboo here, so it won't really be a confibet anyway.",neutral,disappointment,sadness,sadness
Het is wel fijn als je van de grond af bent.,Het is wel fijn als je van de grond af bent.,It's nice if you're off the ground.,neutral,realization,surprise,neutral
Ik heb liever een afdakje dan een heel slecht dak.,Ik heb liever een afdakje dan een heel slecht dak.,I'd rather have a canopy than a really bad roof.,neutral,desire,happiness,disgust
Jij wil echt wel van de grond?,Jij wil echt wel van de grond?,You really want to get off the ground?,surprise,curiosity,neutral,neutral
"Ja, weet je wat het is als het regent en het water gaat?","Ja, weet je wat het is als het regent en het water gaat?","Yeah, you know what it's like when it rains and the water goes?",neutral,realization,surprise,neutral
"Ik denk dat jij nu ook gezelliger bent dan toen, toch?","Ik denk dat jij nu ook gezelliger bent dan toen, toch?","I think you're more sociable now than you were then, right?",Neutral,approval,happiness,neutral
"Zeker, zeker.","Zeker, zeker.",Sure sure.,Neutral,approval,happiness,neutral
Ik word er gewoon emotieel van jongen.,Ik word er gewoon emotieel van jongen.,"I'm just getting emotional, boy.",Sadness,sadness,sadness,sadness
En ik weet niet of het door het rook komt of door jouw verhaal.,En ik weet niet of het door het rook komt of door jouw verhaal.,And I don't know if it's because of the smoke or because of your story.,Neutral,confusion,sadness,sadness
